Gene_ID	Gene_Symbol	Species	Gene Name
26994	RNF11	Homo sapiens	ring finger protein 11(RNF11)
26995	TRUB2	Homo sapiens	TruB pseudouridine synthase family member 2(TRUB2)
23005	MAPKBP1	Homo sapiens	mitogen-activated protein kinase binding protein 1(MAPKBP1)
23007	PLCH1	Homo sapiens	phospholipase C eta 1(PLCH1)
26998	FETUB	Homo sapiens	fetuin B(FETUB)
23008	KLHDC10	Homo sapiens	kelch domain containing 10(KLHDC10)
26999	cyfip2	Homo sapiens	cytoplasmic FMR1 interacting protein 2(CYFIP2)
26993	AKAP8L	Homo sapiens	A-kinase anchoring protein 8 like(AKAP8L)
11023	VAX1	Homo sapiens	ventral anterior homeobox 1(VAX1)
11022	TDRKH	Homo sapiens	tudor and KH domain containing(TDRKH)
84000	TMPRSS13	Homo sapiens	"transmembrane protease, serine 13(TMPRSS13)"
84002	B3GNT5	Homo sapiens	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5(B3GNT5)"
11026	LILRA3	Homo sapiens	leukocyte immunoglobulin like receptor A3(LILRA3)
11030	RBPMS	Homo sapiens	RNA binding protein with multiple splicing(RBPMS)
138009	DCAF4L2	Homo sapiens	DDB1 and CUL4 associated factor 4 like 2(DCAF4L2)
11031	RAB31	Homo sapiens	"RAB31, member RAS oncogene family(RAB31)"
23012	STK38L	Homo sapiens	serine/threonine kinase 38 like(STK38L)
23013	SPEN	Homo sapiens	spen family transcriptional repressor(SPEN)
23014	FBXO21	Homo sapiens	F-box protein 21(FBXO21)
23015	GOLGA8A	Homo sapiens	golgin A8 family member A(GOLGA8A)
23016	EXOSC7	Homo sapiens	exosome component 7(EXOSC7)
23017	FAIM2	Homo sapiens	Fas apoptotic inhibitory molecule 2(FAIM2)
23019	CNOT1	Homo sapiens	CCR4-NOT transcription complex subunit 1(CNOT1)
23011	RAB21	Homo sapiens	"RAB21, member RAS oncogene family(RAB21)"
11034	DSTN	Homo sapiens	"destrin, actin depolymerizing factor(DSTN)"
11033	ADAP1	Homo sapiens	ArfGAP with dual PH domains 1(ADAP1)
11036	GTF2A1L	Homo sapiens	general transcription factor IIA subunit 1 like(GTF2A1L)
11035	ripk3	Homo sapiens	receptor interacting serine/threonine kinase 3(RIPK3)
11037	STON1	Homo sapiens	stonin 1(STON1)
139341	FUNDC1	Homo sapiens	FUN14 domain containing 1(FUNDC1)
126070	ZNF440	Homo sapiens	zinc finger protein 440(ZNF440)
166968	MIER3	Homo sapiens	MIER family member 3(MIER3)
59067	IL21	Homo sapiens	interleukin 21(IL21)
26974	ZNF285	Homo sapiens	zinc finger protein 285(ZNF285)
153657	TTC23L	Homo sapiens	tetratricopeptide repeat domain 23 like(TTC23L)
165631	PARP15	Homo sapiens	poly(ADP-ribose) polymerase family member 15(PARP15)
26973	CHORDC1	Homo sapiens	cysteine and histidine rich domain containing 1(CHORDC1)
126075	CCDC159	Homo sapiens	coiled-coil domain containing 159(CCDC159)
126074	SWSAP1	Homo sapiens	SWIM-type zinc finger 7 associated protein 1(SWSAP1)
11009	IL24	Homo sapiens	interleukin 24(IL24)
85359	DGCR6L	Homo sapiens	DiGeorge syndrome critical region gene 6-like(DGCR6L)
11001	SLC27A2	Homo sapiens	solute carrier family 27 member 2(SLC27A2)
11005	SPINK5	Homo sapiens	"serine peptidase inhibitor, Kazal type 5(SPINK5)"
11004	KIF2C	Homo sapiens	kinesin family member 2C(KIF2C)
85352	KIAA1644	Homo sapiens	KIAA1644(KIAA1644)
11007	CCDC85B	Homo sapiens	coiled-coil domain containing 85B(CCDC85B)
11006	LILRB4	Homo sapiens	leukocyte immunoglobulin like receptor B4(LILRB4)
127391	TMCO2	Homo sapiens	transmembrane and coiled-coil domains 2(TMCO2)
11010	GLIPR1	Homo sapiens	GLI pathogenesis related 1(GLIPR1)
153643	FAM81B	Homo sapiens	family with sequence similarity 81 member B(FAM81B)
26985	AP3M1	Homo sapiens	adaptor related protein complex 3 mu 1 subunit(AP3M1)
26986	PABPC1	Homo sapiens	poly(A) binding protein cytoplasmic 1(PABPC1)
126069	ZNF491	Homo sapiens	zinc finger protein 491(ZNF491)
126068	ZNF441	Homo sapiens	zinc finger protein 441(ZNF441)
26984	SEC22A	Homo sapiens	"SEC22 homolog A, vesicle trafficking protein(SEC22A)"
127396	ZNF684	Homo sapiens	zinc finger protein 684(ZNF684)
619208	FAM229B	Homo sapiens	family with sequence similarity 229 member B(FAM229B)
114088	TRIM9	Homo sapiens	tripartite motif containing 9(TRIM9)
11011	TLK2	Homo sapiens	tousled like kinase 2(TLK2)
11014	KDELR2	Homo sapiens	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)
11016	ATF7	Homo sapiens	activating transcription factor 7(ATF7)
11015	KDELR3	Homo sapiens	KDEL endoplasmic reticulum protein retention receptor 3(KDELR3)
11018	TMED1	Homo sapiens	transmembrane p24 trafficking protein 1(TMED1)
11017	SNRNP27	Homo sapiens	small nuclear ribonucleoprotein U4/U6.U5 subunit 27(SNRNP27)
163081	ZNF567	Homo sapiens	zinc finger protein 567(ZNF567)
729873	TBC1D3	Homo sapiens	TBC1 domain family member 3(TBC1D3)
285600	KIAA0825	Homo sapiens	KIAA0825(KIAA0825)
63910	SLC17A9	Homo sapiens	solute carrier family 17 member 9(SLC17A9)
222008	VSTM2A	Homo sapiens	V-set and transmembrane domain containing 2A(VSTM2A)
729877	TBC1D3H	Homo sapiens	TBC1 domain family member 3H(TBC1D3H)
63905	MANBAL	Homo sapiens	mannosidase beta like(MANBAL)
63904	DUSP21	Homo sapiens	dual specificity phosphatase 21(DUSP21)
163071	ZNF114	Homo sapiens	zinc finger protein 114(ZNF114)
259307	IL4I1	Homo sapiens	interleukin 4 induced 1(IL4I1)
63908	NAPB	Homo sapiens	NSF attachment protein beta(NAPB)
50604	IL20	Homo sapiens	interleukin 20(IL20)
285613	RELL2	Homo sapiens	RELT like 2(RELL2)
63920	ZBED8	Homo sapiens	zinc finger BED-type containing 8(ZBED8)
63923	TNN	Homo sapiens	tenascin N(TNN)
63922	CHTF18	Homo sapiens	chromosome transmission fidelity factor 18(CHTF18)
63925	ZNF335	Homo sapiens	zinc finger protein 335(ZNF335)
63924	CIDEC	Homo sapiens	cell death inducing DFFA like effector c(CIDEC)
63916	elmo2	Homo sapiens	engulfment and cell motility 2(ELMO2)
63915	BLOC1S5	Homo sapiens	biogenesis of lysosomal organelles complex 1 subunit 5(BLOC1S5)
63917	GALNT11	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 11(GALNT11)
345757	FAM174A	Homo sapiens	family with sequence similarity 174 member A(FAM174A)
50613	UBQLN3	Homo sapiens	ubiquilin 3(UBQLN3)
104909134	CRHR1-IT1-CRHR1	Homo sapiens	CRHR1-IT1-CRHR1 readthrough(CRHR1-IT1-CRHR1)
50615	IL21R	Homo sapiens	interleukin 21 receptor(IL21R)
50617	ATP6V0A4	Homo sapiens	ATPase H+ transporting V0 subunit a4(ATP6V0A4)
50616	IL22	Homo sapiens	interleukin 22(IL22)
50619	DEF6	Homo sapiens	"DEF6, guanine nucleotide exchange factor(DEF6)"
50618	ITSN2	Homo sapiens	intersectin 2(ITSN2)
63932	cxorf56	Homo sapiens	chromosome X open reading frame 56(CXorf56)
63931	MRPS14	Homo sapiens	mitochondrial ribosomal protein S14(MRPS14)
63934	ZNF667	Homo sapiens	zinc finger protein 667(ZNF667)
63933	MCUR1	Homo sapiens	mitochondrial calcium uniporter regulator 1(MCUR1)
63935	PCIF1	Homo sapiens	PDX1 C-terminal inhibiting factor 1(PCIF1)
163087	ZNF383	Homo sapiens	zinc finger protein 383(ZNF383)
3704	ITPA	Homo sapiens	inosine triphosphatase(ITPA)
3705	ITPK1	Homo sapiens	inositol-tetrakisphosphate 1-kinase(ITPK1)
63926	ANKEF1	Homo sapiens	ankyrin repeat and EF-hand domain containing 1(ANKEF1)
3706	ITPKA	Homo sapiens	inositol-trisphosphate 3-kinase A(ITPKA)
63929	XPNPEP3	Homo sapiens	X-prolyl aminopeptidase 3(XPNPEP3)
3707	ITPKB	Homo sapiens	inositol-trisphosphate 3-kinase B(ITPKB)
63928	CHP2	Homo sapiens	calcineurin like EF-hand protein 2(CHP2)
3708	ITPR1	Homo sapiens	"inositol 1,4,5-trisphosphate receptor type 1(ITPR1)"
3709	ITPR2	Homo sapiens	"inositol 1,4,5-trisphosphate receptor type 2(ITPR2)"
3700	ITIH4	Homo sapiens	inter-alpha-trypsin inhibitor heavy chain family member 4(ITIH4)
50624	CUZD1	Homo sapiens	CUB and zona pellucida like domains 1(CUZD1)
3702	ITK	Homo sapiens	IL2 inducible T-cell kinase(ITK)
50626	CYHR1	Homo sapiens	cysteine and histidine rich 1(CYHR1)
3703	STT3A	Homo sapiens	"STT3A, catalytic subunit of the oligosaccharyltransferase complex(STT3A)"
50628	GEMIN4	Homo sapiens	gem nuclear organelle associated protein 4(GEMIN4)
151050	KANSL1L	Homo sapiens	KAT8 regulatory NSL complex subunit 1 like(KANSL1L)
23089	PEG10	Homo sapiens	paternally expressed 10(PEG10)
63941	NECAB3	Homo sapiens	N-terminal EF-hand calcium binding protein 3(NECAB3)
63940	GPSM3	Homo sapiens	G-protein signaling modulator 3(GPSM3)
63943	FKBPL	Homo sapiens	FK506 binding protein like(FKBPL)
163033	ZNF579	Homo sapiens	zinc finger protein 579(ZNF579)
258010	SVIP	Homo sapiens	small VCP interacting protein(SVIP)
63947	DMRTC1	Homo sapiens	DMRT like family C1(DMRTC1)
63946	DMRTC2	Homo sapiens	DMRT like family C2(DMRTC2)
23081	KDM4C	Homo sapiens	lysine demethylase 4C(KDM4C)
3716	JAK1	Homo sapiens	Janus kinase 1(JAK1)
23082	pprc1	Homo sapiens	"peroxisome proliferator-activated receptor gamma, coactivator-related 1(PPRC1)"
3717	JAK2	Homo sapiens	Janus kinase 2(JAK2)
3718	JAK3	Homo sapiens	Janus kinase 3(JAK3)
63939	FAM217B	Homo sapiens	family with sequence similarity 217 member B(FAM217B)
23085	ERC1	Homo sapiens	ELKS/RAB6-interacting/CAST family member 1(ERC1)
23086	EXPH5	Homo sapiens	exophilin 5(EXPH5)
23087	TRIM35	Homo sapiens	tripartite motif containing 35(TRIM35)
3710	ITPR3	Homo sapiens	"inositol 1,4,5-trisphosphate receptor type 3(ITPR3)"
50632	CALY	Homo sapiens	calcyon neuron specific vesicular protein(CALY)
3712	IVD	Homo sapiens	isovaleryl-CoA dehydrogenase(IVD)
3713	IVL	Homo sapiens	involucrin(IVL)
3714	JAG2	Homo sapiens	jagged 2(JAG2)
23080	AVL9	Homo sapiens	AVL9 cell migration associated(AVL9)
729830	FAM160A1	Homo sapiens	family with sequence similarity 160 member A1(FAM160A1)
63951	DMRTA1	Homo sapiens	DMRT like family A1(DMRTA1)
3726	JUNB	Homo sapiens	"JunB proto-oncogene, AP-1 transcription factor subunit(JUNB)"
23092	ARHGAP26	Homo sapiens	Rho GTPase activating protein 26(ARHGAP26)
3727	jund	Homo sapiens	"JunD proto-oncogene, AP-1 transcription factor subunit(JUND)"
23093	ttll5	Homo sapiens	tubulin tyrosine ligase like 5(TTLL5)
63948	DMRTB1	Homo sapiens	DMRT like family B with proline rich C-terminal 1(DMRTB1)
3728	JUP	Homo sapiens	junction plakoglobin(JUP)
23094	SIPA1L3	Homo sapiens	signal induced proliferation associated 1 like 3(SIPA1L3)
23095	KIF1B	Homo sapiens	kinesin family member 1B(KIF1B)
23096	IQSEC2	Homo sapiens	IQ motif and Sec7 domain 2(IQSEC2)
23097	CDK19	Homo sapiens	cyclin dependent kinase 19(CDK19)
23098	SARM1	Homo sapiens	sterile alpha and TIR motif containing 1(SARM1)
23099	ZBTB43	Homo sapiens	zinc finger and BTB domain containing 43(ZBTB43)
3720	JARID2	Homo sapiens	jumonji and AT-rich interaction domain containing 2(JARID2)
151056	PLB1	Homo sapiens	phospholipase B1(PLB1)
23090	ZNF423	Homo sapiens	zinc finger protein 423(ZNF423)
3725	JUN	Homo sapiens	"Jun proto-oncogene, AP-1 transcription factor subunit(JUN)"
23091	ZC3H13	Homo sapiens	zinc finger CCCH-type containing 13(ZC3H13)
11081	KERA	Homo sapiens	keratocan(KERA)
11080	DNAJB4	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B4(DNAJB4)
50649	ARHGEF4	Homo sapiens	Rho guanine nucleotide exchange factor 4(ARHGEF4)
11083	DIDO1	Homo sapiens	death inducer-obliterator 1(DIDO1)
11082	ESM1	Homo sapiens	endothelial cell specific molecule 1(ESM1)
11085	ADAM30	Homo sapiens	ADAM metallopeptidase domain 30(ADAM30)
23067	SETD1B	Homo sapiens	SET domain containing 1B(SETD1B)
163059	ZNF433	Homo sapiens	zinc finger protein 433(ZNF433)
63967	CLSPN	Homo sapiens	claspin(CLSPN)
3737	KCNA2	Homo sapiens	potassium voltage-gated channel subfamily A member 2(KCNA2)
3738	KCNA3	Homo sapiens	potassium voltage-gated channel subfamily A member 3(KCNA3)
23060	ZNF609	Homo sapiens	zinc finger protein 609(ZNF609)
3739	KCNA4	Homo sapiens	potassium voltage-gated channel subfamily A member 4(KCNA4)
23061	TBC1D9B	Homo sapiens	TBC1 domain family member 9B(TBC1D9B)
23062	GGA2	Homo sapiens	"golgi associated, gamma adaptin ear containing, ARF binding protein 2(GGA2)"
23063	WAPL	Homo sapiens	WAPL cohesin release factor(WAPL)
23064	SETX	Homo sapiens	senataxin(SETX)
50651	SLC45A1	Homo sapiens	solute carrier family 45 member 1(SLC45A1)
23065	EMC1	Homo sapiens	ER membrane protein complex subunit 1(EMC1)
50650	ARHGEF3	Homo sapiens	Rho guanine nucleotide exchange factor 3(ARHGEF3)
23066	CAND2	Homo sapiens	cullin associated and neddylation dissociated 2 (putative)(CAND2)
3730	ANOS1	Homo sapiens	anosmin 1(ANOS1)
3732	CD82	Homo sapiens	CD82 molecule(CD82)
3735	KARS	Homo sapiens	lysyl-tRNA synthetase(KARS)
3736	KCNA1	Homo sapiens	potassium voltage-gated channel subfamily A member 1(KCNA1)
11092	SPACA9	Homo sapiens	sperm acrosome associated 9(SPACA9)
11091	WDR5	Homo sapiens	WD repeat domain 5(WDR5)
729852	Umad1	Homo sapiens	UBAP1-MVB12-associated (UMA) domain containing 1(UMAD1)
11094	CACFD1	Homo sapiens	calcium channel flower domain containing 1(CACFD1)
11093	ADAMTS13	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif 13(ADAMTS13)
11096	ADAMTS5	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif 5(ADAMTS5)
63970	TP53AIP1	Homo sapiens	tumor protein p53 regulated apoptosis inducing protein 1(TP53AIP1)
11098	PRSS23	Homo sapiens	"protease, serine 23(PRSS23)"
3750	kcnd1	Homo sapiens	potassium voltage-gated channel subfamily D member 1(KCND1)
11097	NUPL2	Homo sapiens	nucleoporin like 2(NUPL2)
63971	KIF13A	Homo sapiens	kinesin family member 13A(KIF13A)
23078	VWA8	Homo sapiens	von Willebrand factor A domain containing 8(VWA8)
63974	NEUROD6	Homo sapiens	neuronal differentiation 6(NEUROD6)
63973	NEUROG2	Homo sapiens	neurogenin 2(NEUROG2)
163049	ZNF791	Homo sapiens	zinc finger protein 791(ZNF791)
222068	TMED4	Homo sapiens	transmembrane p24 trafficking protein 4(TMED4)
63976	PRDM16	Homo sapiens	PR/SET domain 16(PRDM16)
63978	PRDM14	Homo sapiens	PR/SET domain 14(PRDM14)
63979	FIGNL1	Homo sapiens	fidgetin like 1(FIGNL1)
23070	CMTR1	Homo sapiens	cap methyltransferase 1(CMTR1)
163051	ZNF709	Homo sapiens	zinc finger protein 709(ZNF709)
3749	KCNC4	Homo sapiens	potassium voltage-gated channel subfamily C member 4(KCNC4)
23071	ERP44	Homo sapiens	endoplasmic reticulum protein 44(ERP44)
23072	HECW1	Homo sapiens	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1(HECW1)"
163050	ZNF564	Homo sapiens	zinc finger protein 564(ZNF564)
23074	UHRF1BP1L	Homo sapiens	UHRF1 binding protein 1 like(UHRF1BP1L)
23075	SWAP70	Homo sapiens	SWAP switching B-cell complex 70kDa subunit(SWAP70)
23076	RRP1B	Homo sapiens	ribosomal RNA processing 1B(RRP1B)
23077	MYCBP2	Homo sapiens	"MYC binding protein 2, E3 ubiquitin protein ligase(MYCBP2)"
3741	KCNA5	Homo sapiens	potassium voltage-gated channel subfamily A member 5(KCNA5)
11099	PTPN21	Homo sapiens	"protein tyrosine phosphatase, non-receptor type 21(PTPN21)"
3742	KCNA6	Homo sapiens	potassium voltage-gated channel subfamily A member 6(KCNA6)
3744	KCNA10	Homo sapiens	potassium voltage-gated channel subfamily A member 10(KCNA10)
3745	KCNB1	Homo sapiens	potassium voltage-gated channel subfamily B member 1(KCNB1)
3746	KCNC1	Homo sapiens	potassium voltage-gated channel subfamily C member 1(KCNC1)
3747	KCNC2	Homo sapiens	potassium voltage-gated channel subfamily C member 2(KCNC2)
285671	RNF180	Homo sapiens	ring finger protein 180(RNF180)
285672	SREK1IP1	Homo sapiens	SREK1 interacting protein 1(SREK1IP1)
3760	KCNJ3	Homo sapiens	potassium voltage-gated channel subfamily J member 3(KCNJ3)
3761	KCNJ4	Homo sapiens	potassium voltage-gated channel subfamily J member 4(KCNJ4)
285679	C5orf60	Homo sapiens	chromosome 5 open reading frame 60(C5orf60)
3759	KCNJ2	Homo sapiens	potassium voltage-gated channel subfamily J member 2(KCNJ2)
284338	PRR19	Homo sapiens	proline rich 19(PRR19)
3751	KCND2	Homo sapiens	potassium voltage-gated channel subfamily D member 2(KCND2)
3752	KCND3	Homo sapiens	potassium voltage-gated channel subfamily D member 3(KCND3)
3753	KCNE1	Homo sapiens	potassium voltage-gated channel subfamily E regulatory subunit 1(KCNE1)
3754	KCNF1	Homo sapiens	potassium voltage-gated channel modifier subfamily F member 1(KCNF1)
548313	SSX4B	Homo sapiens	SSX family member 4B(SSX4B)
3755	KCNG1	Homo sapiens	potassium voltage-gated channel modifier subfamily G member 1(KCNG1)
3756	KCNH1	Homo sapiens	potassium voltage-gated channel subfamily H member 1(KCNH1)
3757	KCNH2	Homo sapiens	potassium voltage-gated channel subfamily H member 2(KCNH2)
3758	KCNJ1	Homo sapiens	potassium voltage-gated channel subfamily J member 1(KCNJ1)
3772	KCNJ15	Homo sapiens	potassium voltage-gated channel subfamily J member 15(KCNJ15)
1107	CHD3	Homo sapiens	chromodomain helicase DNA binding protein 3(CHD3)
1106	CHD2	Homo sapiens	chromodomain helicase DNA binding protein 2(CHD2)
1105	CHD1	Homo sapiens	chromodomain helicase DNA binding protein 1(CHD1)
1104	RCC1	Homo sapiens	regulator of chromosome condensation 1(RCC1)
1103	CHAT	Homo sapiens	choline O-acetyltransferase(CHAT)
1102	RCBTB2	Homo sapiens	RCC1 and BTB domain containing protein 2(RCBTB2)
1101	CHAD	Homo sapiens	chondroadherin(CHAD)
284325	c19orf54	Homo sapiens	chromosome 19 open reading frame 54(C19orf54)
3762	KCNJ5	Homo sapiens	potassium voltage-gated channel subfamily J member 5(KCNJ5)
3763	KCNJ6	Homo sapiens	potassium voltage-gated channel subfamily J member 6(KCNJ6)
284323	ZNF780A	Homo sapiens	zinc finger protein 780A(ZNF780A)
3764	KCNJ8	Homo sapiens	potassium voltage-gated channel subfamily J member 8(KCNJ8)
3765	KCNJ9	Homo sapiens	potassium voltage-gated channel subfamily J member 9(KCNJ9)
3766	KCNJ10	Homo sapiens	potassium voltage-gated channel subfamily J member 10(KCNJ10)
3767	KCNJ11	Homo sapiens	potassium voltage-gated channel subfamily J member 11(KCNJ11)
3768	KCNJ12	Homo sapiens	potassium voltage-gated channel subfamily J member 12(KCNJ12)
1108	CHD4	Homo sapiens	chromodomain helicase DNA binding protein 4(CHD4)
100130958	SYCE1L	Homo sapiens	synaptonemal complex central element protein 1 like(SYCE1L)
3780	KCNN1	Homo sapiens	potassium calcium-activated channel subfamily N member 1(KCNN1)
3781	KCNN2	Homo sapiens	potassium calcium-activated channel subfamily N member 2(KCNN2)
3782	KCNN3	Homo sapiens	potassium calcium-activated channel subfamily N member 3(KCNN3)
3783	KCNN4	Homo sapiens	potassium calcium-activated channel subfamily N member 4(KCNN4)
1121	CHM	Homo sapiens	"CHM, Rab escort protein 1(CHM)"
1116	CHI3L1	Homo sapiens	chitinase 3 like 1(CHI3L1)
1114	CHGB	Homo sapiens	chromogranin B(CHGB)
1113	CHGA	Homo sapiens	chromogranin A(CHGA)
2444	FRK	Homo sapiens	fyn related Src family tyrosine kinase(FRK)
1112	FOXN3	Homo sapiens	forkhead box N3(FOXN3)
1111	CHEK1	Homo sapiens	checkpoint kinase 1(CHEK1)
3773	kcnj16	Homo sapiens	potassium voltage-gated channel subfamily J member 16(KCNJ16)
284312	ZSCAN1	Homo sapiens	zinc finger and SCAN domain containing 1(ZSCAN1)
3775	KCNK1	Homo sapiens	potassium two pore domain channel subfamily K member 1(KCNK1)
3777	KCNK3	Homo sapiens	potassium two pore domain channel subfamily K member 3(KCNK3)
3778	KCNMA1	Homo sapiens	potassium calcium-activated channel subfamily M alpha 1(KCNMA1)
3779	KCNMB1	Homo sapiens	potassium calcium-activated channel subfamily M regulatory beta subunit 1(KCNMB1)
1119	CHKA	Homo sapiens	choline kinase alpha(CHKA)
3790	KCNS3	Homo sapiens	potassium voltage-gated channel modifier subfamily S member 3(KCNS3)
3791	KDR	Homo sapiens	kinase insert domain receptor(KDR)
3792	KEL	Homo sapiens	"Kell blood group, metallo-endopeptidase(KEL)"
1132	CHRM4	Homo sapiens	cholinergic receptor muscarinic 4(CHRM4)
1131	CHRM3	Homo sapiens	cholinergic receptor muscarinic 3(CHRM3)
1130	LYST	Homo sapiens	lysosomal trafficking regulator(LYST)
1129	CHRM2	Homo sapiens	cholinergic receptor muscarinic 2(CHRM2)
1128	CHRM1	Homo sapiens	cholinergic receptor muscarinic 1(CHRM1)
284309	ZNF776	Homo sapiens	zinc finger protein 776(ZNF776)
284307	ZIK1	Homo sapiens	zinc finger protein interacting with K protein 1(ZIK1)
284306	ZNF547	Homo sapiens	zinc finger protein 547(ZNF547)
1124	CHN2	Homo sapiens	chimerin 2(CHN2)
1123	CHN1	Homo sapiens	chimerin 1(CHN1)
1122	CHML	Homo sapiens	"CHM like, Rab escort protein 2(CHML)"
3784	KCNQ1	Homo sapiens	potassium voltage-gated channel subfamily Q member 1(KCNQ1)
3785	KCNQ2	Homo sapiens	potassium voltage-gated channel subfamily Q member 2(KCNQ2)
3786	KCNQ3	Homo sapiens	potassium voltage-gated channel subfamily Q member 3(KCNQ3)
3788	KCNS2	Homo sapiens	potassium voltage-gated channel modifier subfamily S member 2(KCNS2)
284382	ACTL9	Homo sapiens	actin like 9(ACTL9)
1143	CHRNB4	Homo sapiens	cholinergic receptor nicotinic beta 4 subunit(CHRNB4)
1141	CHRNB2	Homo sapiens	cholinergic receptor nicotinic beta 2 subunit(CHRNB2)
285636	C5orf51	Homo sapiens	chromosome 5 open reading frame 51(C5orf51)
1140	chrnb1	Homo sapiens	cholinergic receptor nicotinic beta 1 subunit(CHRNB1)
1139	CHRNA7	Homo sapiens	cholinergic receptor nicotinic alpha 7 subunit(CHRNA7)
1138	CHRNA5	Homo sapiens	cholinergic receptor nicotinic alpha 5 subunit(CHRNA5)
1137	CHRNA4	Homo sapiens	cholinergic receptor nicotinic alpha 4 subunit(CHRNA4)
1136	CHRNA3	Homo sapiens	cholinergic receptor nicotinic alpha 3 subunit(CHRNA3)
1135	CHRNA2	Homo sapiens	cholinergic receptor nicotinic alpha 2 subunit(CHRNA2)
1134	CHRNA1	Homo sapiens	cholinergic receptor nicotinic alpha 1 subunit(CHRNA1)
1133	CHRM5	Homo sapiens	cholinergic receptor muscarinic 5(CHRM5)
3795	KHK	Homo sapiens	ketohexokinase(KHK)
3796	KIF2A	Homo sapiens	kinesin family member 2A(KIF2A)
